"Start","End","Label","Prediction"
"17671.532897949","17672.032897949","Nietsdoen","Trapop"
"17672.032897949","17672.532897949","Nietsdoen","Trapop"
"17672.532897949","17673.032897949","Nietsdoen","Trapop"
"17673.032897949","17673.532897949","Nietsdoen","Trapop"
"17673.532897949","17674.032897949","Nietsdoen","Trapop"
"17674.032897949","17674.532897949","Nietsdoen","Trapop"
"17674.532897949","17675.032897949","Nietsdoen","Trapop"
"17675.032897949","17675.532897949","Nietsdoen","Trapop"
"17675.532897949","17676.032897949","Nietsdoen","Trapop"
"17676.032897949","17676.532897949","Nietsdoen","Trapop"
"17676.532897949","17677.032897949","Nietsdoen","Trapop"
"17677.032897949","17677.532897949","Nietsdoen","Trapop"
"17677.532897949","17678.032897949","Ruis","Trapop"
"17678.032897949","17678.532897949","liftau","Trapop"
"17678.532897949","17679.032897949","liftau","Trapop"
"17679.032897949","17679.532897949","liftau","Trapop"
"17679.532897949","17680.032897949","liftau","Trapop"
"17680.032897949","17680.532897949","liftau","Trapop"
"17680.532897949","17681.032897949","liftau","Trapop"
"17681.032897949","17681.532897949","liftau","Trapop"
"17681.532897949","17682.032897949","liftau","Trapaf"
"17682.032897949","17682.532897949","Ruis","Trapaf"
"17682.532897949","17683.032897949","Liftad","Trapaf"
"17683.032897949","17683.532897949","Liftad","Trapaf"
"17683.532897949","17684.032897949","Liftad","Trapaf"
"17684.032897949","17684.532897949","Liftad","Lopen"
"17684.532897949","17685.032897949","Liftad","Lopen"
"17685.032897949","17685.532897949","Liftad","Lopen"
"17685.532897949","17686.032897949","Liftad","Lopen"
"17686.032897949","17686.532897949","Ruis","Lopen"
"17686.532897949","17687.032897949","Nietsdoen","Trapaf"
"17687.032897949","17687.532897949","Nietsdoen","Trapaf"
"17687.532897949","17688.032897949","Nietsdoen","Trapaf"
"17688.032897949","17688.532897949","Nietsdoen","Trapaf"
"17688.532897949","17689.032897949","Ruis","Trapaf"
"17689.032897949","17689.532897949","Ruis","Ruis"
"17689.532897949","17690.032897949","Ruis","Ruis"
"17690.032897949","17690.532897949","Wandelen","Ruis"
"17690.532897949","17691.032897949","Wandelen","Ruis"
"17691.032897949","17691.532897949","Wandelen","Ruis"
"17691.532897949","17692.032897949","Wandelen","Ruis"
"17692.032897949","17692.532897949","Wandelen","Ruis"
"17692.532897949","17693.032897949","Wandelen","Ruis"
"17693.032897949","17693.532897949","Wandelen","Ruis"
"17693.532897949","17694.032897949","Wandelen","Ruis"
"17694.032897949","17694.532897949","Wandelen","Ruis"
"17694.532897949","17695.032897949","Wandelen","Ruis"
"17695.032897949","17695.532897949","Wandelen","Ruis"
"17695.532897949","17696.032897949","Wandelen","Ruis"
"17696.032897949","17696.532897949","Wandelen","Ruis"
"17696.532897949","17697.032897949","Ruis","LiftAD"
"17697.032897949","17697.532897949","Trapaf","LiftAD"
"17697.532897949","17698.032897949","Trapaf","LiftAD"
"17698.032897949","17698.532897949","Trapaf","LiftAD"
"17698.532897949","17699.032897949","Trapaf","LiftAD"
"17699.032897949","17699.532897949","Trapaf","LiftAD"
"17699.532897949","17700.032897949","Trapaf","LiftAD"
"17700.032897949","17700.532897949","Trapaf","LiftAD"
"17700.532897949","17701.032897949","Trapaf","LiftAD"
"17701.032897949","17701.532897949","Trapaf","LiftAD"
"17701.532897949","17702.032897949","Ruis","Ruis"
"17702.032897949","17702.532897949","Wandelen","Ruis"
"17702.532897949","17703.032897949","Ruis","Ruis"
"17703.032897949","17703.532897949","Ruis","Ruis"
"17703.532897949","17704.032897949","Ruis","Ruis"
"17704.032897949","17704.532897949","Trapaf","Nietsdoen"
"17704.532897949","17705.032897949","Trapaf","Nietsdoen"
